Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
103.78.13.217:53-192.168.1.7:51129-17,192.168.1.7,51129,103.78.13.217,53,17,22/04/2026 14:40:28,53,1.0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,77.0,77.0,77.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,77.0,77.0,0.0,20,0,0,0,0,0,0,1,77,0,0,0,0,1,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51130-17,192.168.1.7,51130,103.78.13.217,53,17,22/04/2026 14:40:28,53,1.0,1,0,72,0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,72000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,72.0,72.0,72.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,72.0,72.0,0.0,20,0,0,0,0,0,0,1,72,0,0,0,0,1,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
18.235.15.99:8443-192.168.1.7:53468-6,192.168.1.7,53468,18.235.15.99,8443,6,22/04/2026 14:40:28,8443,3145141.363143921,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,62.954245020667955,0.9538521972828478,1572570.6815719604,564749.1216659546,2137319.803237915,1007821.5599060059,3145141.363143921,1572570.6815719604,564749.1216659546,2137319.803237915,1007821.5599060059,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,0.9538521972828478,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51131-17,192.168.1.7,51131,103.78.13.217,53,17,22/04/2026 14:40:28,53,1.0,1,0,72,0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,72000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,72.0,72.0,72.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,72.0,72.0,0.0,20,0,0,0,0,0,0,1,72,0,0,0,0,1,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51132-17,192.168.1.7,51132,103.78.13.217,53,17,22/04/2026 14:40:28,53,1.0,1,0,71,0,71.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,71000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,71.0,71.0,71.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,71.0,71.0,0.0,20,0,0,0,0,0,0,1,71,0,0,0,0,1,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
18.235.15.99:8443-192.168.1.7:53469-6,192.168.1.7,53469,18.235.15.99,8443,6,22/04/2026 14:40:28,8443,3183085.6800079346,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,62.203792139049945,0.9424816990765142,1591542.8400039673,582191.5864944458,2173734.426498413,1009351.2535095215,3183085.6800079346,1591542.8400039673,582191.5864944458,2173734.426498413,1009351.2535095215,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,0.9424816990765142,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51133-17,192.168.1.7,51133,103.78.13.217,53,17,22/04/2026 14:40:28,53,1.0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,77.0,77.0,77.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,77.0,77.0,0.0,20,0,0,0,0,0,0,1,77,0,0,0,0,1,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51134-17,192.168.1.7,51134,103.78.13.217,53,17,22/04/2026 14:40:28,53,1.0,1,0,70,0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,70000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,70.0,70.0,70.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,70.0,70.0,0.0,20,0,0,0,0,0,0,1,70,0,0,0,0,1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51135-17,192.168.1.7,51135,103.78.13.217,53,17,22/04/2026 14:40:28,53,1.0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,77.0,77.0,77.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,77.0,77.0,0.0,20,0,0,0,0,0,0,1,77,0,0,0,0,1,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51136-17,192.168.1.7,51136,103.78.13.217,53,17,22/04/2026 14:40:28,53,1.0,1,0,71,0,71.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,71000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,71.0,71.0,71.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,71.0,71.0,0.0,20,0,0,0,0,0,0,1,71,0,0,0,0,1,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51137-17,192.168.1.7,51137,103.78.13.217,53,17,22/04/2026 14:40:28,53,1.0,1,0,67,0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,67000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,67.0,67.0,67.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,67.0,67.0,0.0,20,0,0,0,0,0,0,1,67,0,0,0,0,1,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
18.235.15.99:8443-192.168.1.7:53472-6,192.168.1.7,53472,18.235.15.99,8443,6,22/04/2026 14:40:28,8443,3088011.9800567627,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,64.1189222317591,0.9714988216933197,1544005.9900283813,554045.3195571899,2098051.3095855713,989960.6704711914,3088011.9800567627,1544005.9900283813,554045.3195571899,2098051.3095855713,989960.6704711914,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,0.9714988216933197,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51138-17,192.168.1.7,51138,103.78.13.217,53,17,22/04/2026 14:40:28,53,1.0,1,0,69,0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,69000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,69.0,69.0,69.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,69.0,69.0,0.0,20,0,0,0,0,0,0,1,69,0,0,0,0,1,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51139-17,192.168.1.7,51139,103.78.13.217,53,17,22/04/2026 14:40:28,53,1.0,1,0,80,0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,80.0,80.0,80.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,80.0,80.0,0.0,20,0,0,0,0,0,0,1,80,0,0,0,0,1,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:51140-8.8.8.8:123-17,192.168.1.7,51140,8.8.8.8,123,17,22/04/2026 14:40:28,123,2249339.5805358887,7,0,630,0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,280.0822096634725,3.112024551816361,374889.93008931476,126766.7497313325,513596.2963104248,128283.50067138672,2249339.5805358887,374889.93008931476,126766.7497313325,513596.2963104248,128283.50067138672,0.0,0.0,0.0,0.0,0.0,0,0,0,0,140,0,3.112024551816361,0.0,90.0,90.0,90.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,90.0,90.0,0.0,140,0,0,0,0,0,0,7,630,0,0,0,0,7,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:51141-216.239.35.8:123-17,192.168.1.7,51141,216.239.35.8,123,17,22/04/2026 14:40:29,123,211793.6611175537,1,1,90,90,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,849.883792792519,9.44315325325021,211793.6611175537,0.0,211793.6611175537,211793.6611175537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,4.721576626625105,4.721576626625105,90.0,90.0,90.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,90.0,90.0,90.0,20,0,0,0,0,0,0,1,90,1,90,0,0,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
18.235.15.99:8443-192.168.1.7:53474-6,192.168.1.7,53474,18.235.15.99,8443,6,22/04/2026 14:40:29,8443,2725853.91998291,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,72.63778830864177,1.100572550130936,1362926.959991455,666784.5249176025,2029711.4849090576,696142.4350738525,2725853.91998291,1362926.959991455,666784.5249176025,2029711.4849090576,696142.4350738525,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1.100572550130936,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:53475-3.217.55.179:8443-6,192.168.1.7,53475,3.217.55.179,8443,6,22/04/2026 14:40:29,8443,2664744.1387176514,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,74.30356900804858,1.1258116516370997,1332372.0693588257,720550.4179000854,2052922.4872589111,611821.6514587402,2664744.1387176514,1332372.0693588257,720550.4179000854,2052922.4872589111,611821.6514587402,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1.1258116516370997,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51142-17,192.168.1.7,51142,103.78.13.217,53,17,22/04/2026 14:40:29,53,1.0,1,0,67,0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,67000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,67.0,67.0,67.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,67.0,67.0,0.0,20,0,0,0,0,0,0,1,67,0,0,0,0,1,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51143-17,192.168.1.7,51143,103.78.13.217,53,17,22/04/2026 14:40:29,53,1.0,1,0,72,0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,72000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,72.0,72.0,72.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,72.0,72.0,0.0,20,0,0,0,0,0,0,1,72,0,0,0,0,1,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51144-17,192.168.1.7,51144,103.78.13.217,53,17,22/04/2026 14:40:29,53,1.0,1,0,68,0,68.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,68000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,68.0,68.0,68.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,68.0,68.0,0.0,20,0,0,0,0,0,0,1,68,0,0,0,0,1,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:53480-3.217.55.179:8443-6,192.168.1.7,53480,3.217.55.179,8443,6,22/04/2026 14:40:29,8443,2787266.0160064697,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,71.0373530416339,1.076323530933847,1393633.0080032349,660142.0640945435,2053775.0720977783,733490.9439086914,2787266.0160064697,1393633.0080032349,660142.0640945435,2053775.0720977783,733490.9439086914,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1.076323530933847,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51145-17,192.168.1.7,51145,103.78.13.217,53,17,22/04/2026 14:40:29,53,1.0,1,0,71,0,71.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,71000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,71.0,71.0,71.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,71.0,71.0,0.0,20,0,0,0,0,0,0,1,71,0,0,0,0,1,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:51146-8.8.4.4:53-17,192.168.1.7,51146,8.8.4.4,53,17,22/04/2026 14:40:29,53,11598.348617553711,1,1,70,86,70.0,70.0,70.0,0.0,86.0,86.0,86.0,0.0,13450.190638682756,172.4383415215738,11598.348617553711,0.0,11598.348617553711,11598.348617553711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,86.2191707607869,86.2191707607869,70.0,86.0,78.0,8.0,64.0,0,0,0,0,0,0,0,0,1.0,78.0,70.0,86.0,20,0,0,0,0,0,0,1,70,1,86,0,0,1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51147-17,192.168.1.7,51147,103.78.13.217,53,17,22/04/2026 14:40:29,53,1.0,1,0,70,0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,70000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,70.0,70.0,70.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,70.0,70.0,0.0,20,0,0,0,0,0,0,1,70,0,0,0,0,1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51148-17,192.168.1.7,51148,103.78.13.217,53,17,22/04/2026 14:40:29,53,1.0,1,0,69,0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,69000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,69.0,69.0,69.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,69.0,69.0,0.0,20,0,0,0,0,0,0,1,69,0,0,0,0,1,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51149-17,192.168.1.7,51149,103.78.13.217,53,17,22/04/2026 14:40:29,53,1.0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,77.0,77.0,77.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,77.0,77.0,0.0,20,0,0,0,0,0,0,1,77,0,0,0,0,1,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51150-17,192.168.1.7,51150,103.78.13.217,53,17,22/04/2026 14:40:29,53,1.0,1,0,87,0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,87000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,87.0,87.0,87.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,87.0,87.0,0.0,20,0,0,0,0,0,0,1,87,0,0,0,0,1,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51151-17,192.168.1.7,51151,103.78.13.217,53,17,22/04/2026 14:40:29,53,1.0,1,0,68,0,68.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,68000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,68.0,68.0,68.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,68.0,68.0,0.0,20,0,0,0,0,0,0,1,68,0,0,0,0,1,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51152-17,192.168.1.7,51152,103.78.13.217,53,17,22/04/2026 14:40:29,53,1.0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,77.0,77.0,77.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,77.0,77.0,0.0,20,0,0,0,0,0,0,1,77,0,0,0,0,1,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51153-17,192.168.1.7,51153,103.78.13.217,53,17,22/04/2026 14:40:29,53,1.0,1,0,72,0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,72000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,72.0,72.0,72.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,72.0,72.0,0.0,20,0,0,0,0,0,0,1,72,0,0,0,0,1,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51154-17,192.168.1.7,51154,103.78.13.217,53,17,22/04/2026 14:40:29,53,1.0,1,0,69,0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,69000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,69.0,69.0,69.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,69.0,69.0,0.0,20,0,0,0,0,0,0,1,69,0,0,0,0,1,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51155-17,192.168.1.7,51155,103.78.13.217,53,17,22/04/2026 14:40:29,53,1.0,1,0,67,0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,67000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,67.0,67.0,67.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,67.0,67.0,0.0,20,0,0,0,0,0,0,1,67,0,0,0,0,1,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:51156-8.8.8.8:123-17,192.168.1.7,51156,8.8.8.8,123,17,22/04/2026 14:40:29,123,2861820.936203003,8,0,720,0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,251.5880678947297,2.7954229766081076,408831.56231471465,179715.2963488779,719177.9613494873,177074.43237304688,2861820.936203003,408831.56231471465,179715.2963488779,719177.9613494873,177074.43237304688,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,0,2.7954229766081076,0.0,90.0,90.0,90.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,90.0,90.0,0.0,160,0,0,0,0,0,0,8,720,0,0,0,0,8,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51157-17,192.168.1.7,51157,103.78.13.217,53,17,22/04/2026 14:40:29,53,1.0,1,0,70,0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,70000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,70.0,70.0,70.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,70.0,70.0,0.0,20,0,0,0,0,0,0,1,70,0,0,0,0,1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51158-17,192.168.1.7,51158,103.78.13.217,53,17,22/04/2026 14:40:29,53,1.0,1,0,79,0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,79000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,79.0,79.0,79.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,79.0,79.0,0.0,20,0,0,0,0,0,0,1,79,0,0,0,0,1,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
103.78.13.217:53-192.168.1.7:51159-17,192.168.1.7,51159,103.78.13.217,53,17,22/04/2026 14:40:29,53,1.0,1,0,72,0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,72000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,1000000.0,0.0,72.0,72.0,72.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,72.0,72.0,0.0,20,0,0,0,0,0,0,1,72,0,0,0,0,1,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:53487-3.234.199.80:8443-6,192.168.1.7,53487,3.234.199.80,8443,6,22/04/2026 14:40:29,8443,3086858.7493896484,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,64.1428766506241,0.9718617674336986,1543429.3746948242,429336.5478515625,1972765.9225463867,1114092.8268432617,3086858.7493896484,1543429.3746948242,429336.5478515625,1972765.9225463867,1114092.8268432617,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,0.9718617674336986,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.1.7:53488-3.234.199.80:8080-6,192.168.1.7,53488,3.234.199.80,8080,6,22/04/2026 14:40:29,8080,3078483.819961548,3,0,198,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,64.31737555874929,0.9745056902840801,1539241.909980774,428974.2708206177,1968216.1808013916,1110267.6391601562,3078483.819961548,1539241.909980774,428974.2708206177,1968216.1808013916,1110267.6391601562,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,0.9745056902840801,0.0,66.0,66.0,66.0,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66.0,66.0,0.0,60,0,0,0,0,0,0,3,198,0,0,64240,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
